"full_name","province_or_state","district_id","gender","career","type","election_date","year","exit_year","party_id","legislature_id","Lstart_date","Lend_date","other_names","country_id","institution_id"
"jeanpaul diamond","QC","maskinonge","m","communitywork","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"diamond","CAN","QCASSNAT"
"jeanpaul diamond","QC","maskinonge","m","communitywork","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"diamond","CAN","QCASSNAT"
"simonpierre diamond","QC","margueritedyouville","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"diamond","CAN","QCASSNAT"
"leandre dion","QC","sainthyacinthe","m","business","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"dion","CAN","QCASSNAT"
"leandre dion","QC","sainthyacinthe","m","business","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"dion","CAN","QCASSNAT"
"leandre dion","QC","sainthyacinthe","m","business","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"dion","CAN","QCASSNAT"
"france dionne","QC","kamouraskatemiscouata","f","publicservice","election",1994-09-12,1994,"1997","PLQ",35,1994-09-12,1998-11-25,"dionne","CAN","QCASSNAT"
"rita dionnemarsolais","QC","rosemont","f","business","election",1994-09-12,1994,"2008","PQ",35,1994-09-12,1998-11-25,"dionnemarsolais","CAN","QCASSNAT"
"rita dionnemarsolais","QC","rosemont","f","business","election",1998-11-30,1998,"2008","PQ",36,1998-11-30,2003-02-12,"dionnemarsolais","CAN","QCASSNAT"
"rita dionnemarsolais","QC","rosemont","f","business","election",2003-04-14,2003,"2008","PQ",37,2003-04-14,2007-02-21,"dionnemarsolais","CAN","QCASSNAT"
"rita dionnemarsolais","QC","rosemont","f","business","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"dionnemarsolais","CAN","QCASSNAT"
"jean domingue","QC","bellechasse","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"domingue","CAN","QCASSNAT"
"catherine dorion","QC","taschereau","f","artist","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"dorion ; mme dorion","CAN","QCASSNAT"
"eric dorion","QC","nicoletyamaska","m","communitywork","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"dorion","CAN","QCASSNAT"
"danielle doyer","QC","matapedia","f","business","election",1994-09-12,1994,"2012","PQ",35,1994-09-12,1998-11-25,"doyer","CAN","QCASSNAT"
"danielle doyer","QC","matapedia","f","business","election",1998-11-30,1998,"2012","PQ",36,1998-11-30,2003-02-12,"doyer","CAN","QCASSNAT"
"danielle doyer","QC","matapedia","f","business","election",2003-04-14,2003,"2012","PQ",37,2003-04-14,2007-02-21,"doyer","CAN","QCASSNAT"
"danielle doyer","QC","matapedia","f","business","election",2007-03-26,2007,"2012","PQ",38,2007-03-26,2008-11-05,"doyer","CAN","QCASSNAT"
"danielle doyer","QC","matapedia","f","business","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"doyer","CAN","QCASSNAT"
"bernard drainville","QC","marievictorin","m","journalism","election",2007-03-26,2007,"2016","PQ",38,2007-03-26,2008-11-05,"drainville","CAN","QCASSNAT"
"bernard drainville","QC","marievictorin","m","journalism","election",2008-12-08,2008,"2016","PQ",39,2008-12-08,2012-08-01,"drainville","CAN","QCASSNAT"
"bernard drainville","QC","marievictorin","m","journalism","election",2012-09-04,2012,"2016","PQ",40,2012-09-04,2014-03-05,"drainville","CAN","QCASSNAT"
"bernard drainville","QC","marievictorin","m","journalism","election",2014-04-07,2014,"2016","PQ",41,2014-04-07,2018-08-23,"drainville","CAN","QCASSNAT"
"bernard drainville","QC","levis","m","journalism","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"drainville ; m. drainville ; m.drainville","CAN","QCASSNAT"
"andre drolet","QC","jeanlesage","m","business","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"drolet","CAN","QCASSNAT"
"andre drolet","QC","jeanlesage","m","business","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"drolet","CAN","QCASSNAT"
"andre drolet","QC","jeanlesage","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"drolet","CAN","QCASSNAT"
"christian dube","QC","levis","m","business","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"dube","CAN","QCASSNAT"
"christian dube","QC","levis","m","business","election",2014-04-07,2014,"2014","CAQ",41,2014-04-07,2018-08-23,"dube","CAN","QCASSNAT"
"christian dube","QC","laprairie","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"dube","CAN","QCASSNAT"
"christian dube","QC","laprairie","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"dube ; m. dube ; m.dube","CAN","QCASSNAT"
"emmanuel dubourg","QC","viau","m","education","election",2007-03-26,2007,"2013","PLQ",38,2007-03-26,2008-11-05,"dubourg","CAN","QCASSNAT"
"emmanuel dubourg","QC","viau","m","education","election",2008-12-08,2008,"2013","PLQ",39,2008-12-08,2012-08-01,"dubourg","CAN","QCASSNAT"
"emmanuel dubourg","QC","viau","m","education","election",2012-09-04,2012,"2013","PLQ",40,2012-09-04,2014-03-05,"dubourg","CAN","QCASSNAT"
"jean dubuc","QC","laprairie","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"dubuc","CAN","QCASSNAT"
"pierre duchesne","QC","borduas","m","journalism","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"duchesne","CAN","QCASSNAT"
"jacques duchesneau","QC","saintjerome","m","police","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"duchesneau","CAN","QCASSNAT"
"francis dufour","QC","jonquiere","m","business","election",1994-09-12,1994,"1996","PQ",35,1994-09-12,1998-11-25,"dufour","CAN","QCASSNAT"
"marjolain dufour","QC","renelevesque","m","business","election",2003-04-14,2003,"2015","PQ",37,2003-04-14,2007-02-21,"dufour","CAN","QCASSNAT"
"marjolain dufour","QC","renelevesque","m","business","election",2007-03-26,2007,"2015","PQ",38,2007-03-26,2008-11-05,"dufour","CAN","QCASSNAT"
"marjolain dufour","QC","renelevesque","m","business","election",2008-12-08,2008,"2015","PQ",39,2008-12-08,2012-08-01,"dufour","CAN","QCASSNAT"
"marjolain dufour","QC","renelevesque","m","business","election",2012-09-04,2012,"2015","PQ",40,2012-09-04,2014-03-05,"dufour","CAN","QCASSNAT"
"marjolain dufour","QC","renelevesque","m","business","election",2014-04-07,2014,"2015","PQ",41,2014-04-07,2018-08-23,"dufour","CAN","QCASSNAT"
"pierre dufour","QC","abitibiest","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"dufour","CAN","QCASSNAT"
"pierre dufour","QC","abitibiest","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"dufour ; m.dufour ; m.dufour","CAN","QCASSNAT"
"normand duguay","QC","duplessis","m","business","byelection",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"duguay","CAN","QCASSNAT"
"normand duguay","QC","duplessis","m","business","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"duguay","CAN","QCASSNAT"
"mario dumont","QC","riviereduloup","m","journalism","election",1994-09-12,1994,"2009","ADQ",35,1994-09-12,1998-11-25,"dumont","CAN","QCASSNAT"
"mario dumont","QC","riviereduloup","m","journalism","election",1998-11-30,1998,"2009","ADQ",36,1998-11-30,2003-02-12,"dumont","CAN","QCASSNAT"
"mario dumont","QC","riviereduloup","m","journalism","election",2003-04-14,2003,"2009","ADQ",37,2003-04-14,2007-02-21,"dumont","CAN","QCASSNAT"
"mario dumont","QC","riviereduloup","m","journalism","election",2007-03-26,2007,"2009","ADQ",38,2007-03-26,2008-11-05,"dumont","CAN","QCASSNAT"
"mario dumont","QC","riviereduloup","m","journalism","election",2008-12-08,2008,"2009","ADQ",39,2008-12-08,2012-08-01,"dumont","CAN","QCASSNAT"
"jacques dupuis","QC","saintlaurent","m","law","election",1998-11-30,1998,"2010","PLQ",36,1998-11-30,2003-02-12,"dupuis","CAN","QCASSNAT"
"jacques dupuis","QC","saintlaurent","m","law","election",2003-04-14,2003,"2010","PLQ",37,2003-04-14,2007-02-21,"dupuis","CAN","QCASSNAT"
"jacques dupuis","QC","saintlaurent","m","law","election",2007-03-26,2007,"2010","PLQ",38,2007-03-26,2008-11-05,"dupuis","CAN","QCASSNAT"
"jacques dupuis","QC","saintlaurent","m","law","election",2008-12-08,2008,"2010","PLQ",39,2008-12-08,2012-08-01,"dupuis","CAN","QCASSNAT"
"robert dutil","QC","beaucesud","m","business","election",2008-12-08,2008,"2015","PLQ",39,2008-12-08,2012-08-01,"dutil","CAN","QCASSNAT"
"robert dutil","QC","beaucesud","m","business","election",2012-09-04,2012,"2015","PLQ",40,2012-09-04,2014-03-05,"dutil","CAN","QCASSNAT"
"robert dutil","QC","beaucesud","m","business","election",2014-04-07,2014,"2015","PLQ",41,2014-04-07,2018-08-23,"dutil","CAN","QCASSNAT"
"jeanbernard emond","QC","richelieu","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"emond","CAN","QCASSNAT"
"jeanbernard emond","QC","richelieu","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"emond ; m. emond","CAN","QCASSNAT"
"joseph facal","QC","fabre","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"facal","CAN","QCASSNAT"
"joseph facal","QC","fabre","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"facal","CAN","QCASSNAT"
"georges farrah","QC","ilesdelamadeleine","m","business","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"farrah","CAN","QCASSNAT"
"luc ferland","QC","ungava","m","business","election",2007-03-26,2007,"2014","PQ",38,2007-03-26,2008-11-05,"ferland","CAN","QCASSNAT"
"luc ferland","QC","ungava","m","business","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,"ferland","CAN","QCASSNAT"
"luc ferland","QC","ungava","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"ferland","CAN","QCASSNAT"
"jean filion","QC","montmorency","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"filion","CAN","QCASSNAT"
"pierre fitzgibbon","QC","terrebonne","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"m.fitzgibbon ; fitzgibbon ; m. fitzgibbon","CAN","QCASSNAT"
"andres fontecilla","QC","laurierdorion","m","communitywork","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"fontecilla","CAN","QCASSNAT"
"andres fontecilla","QC","laurierdorion","m","communitywork","election",2022-10-03,2022,"NA","QS",43,NA,NA,"fontecilla ; m. fontecilla","CAN","QCASSNAT"
"andre fortin","QC","pontiac","m","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"andre fortin","QC","pontiac","m","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"fortin","CAN","QCASSNAT"
"andre fortin","QC","pontiac","m","business","election",2022-10-03,2022,"NA","PLQ",43,NA,NA,"fortin ; m. fortin ; m.fortin","CAN","QCASSNAT"
"luc fortin","QC","sherbrooke","m","politics","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"emilie foster","QC","charlevoixcotedebeaupre","f","education","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"foster ; mme foster","CAN","QCASSNAT"
"catherine fournier","QC","marievictorin","f","politics","byelection",2014-04-07,2014,"NA","PQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"catherine fournier","QC","marievictorin","f","politics","election",2018-10-01,2018,"NA","PQ",42,2018-10-01,2022-08-28,"fournier ; mme fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","chateauguay","m","law","election",1994-09-12,1994,"2008","PLQ",35,1994-09-12,1998-11-25,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","chateauguay","m","law","election",1998-11-30,1998,"2008","PLQ",36,1998-11-30,2003-02-12,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","chateauguay","m","law","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","chateauguay","m","law","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","saintlaurent","m","law","byelection",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","saintlaurent","m","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"fournier","CAN","QCASSNAT"
"jeanmarc fournier","QC","saintlaurent","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"raymond francoeur","QC","portneuf","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"francoeur","CAN","QCASSNAT"
"liza frulla","QC","margueritebourgeoys","f","business","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"frulla","CAN","QCASSNAT"
"andre gabias","QC","troisrivieres","m","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"gabias","CAN","QCASSNAT"
"diane hamelin","QC","masson","f","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"hamelin","CAN","QCASSNAT"
"gabrielyvan gagnon","QC","saguenay","m","law","election",1994-09-12,1994,"2001","PQ",35,1994-09-12,1998-11-25,"gagnon","CAN","QCASSNAT"
"gabrielyvan gagnon","QC","saguenay","m","law","election",1998-11-30,1998,"2001","PQ",36,1998-11-30,2003-02-12,"gagnon","CAN","QCASSNAT"
"monique gagnontremblay","QC","saintfrancois","f","notarialpractice","election",1994-09-12,1994,"2012","PLQ",35,1994-09-12,1998-11-25,"gagnontremblay","CAN","QCASSNAT"
"monique gagnontremblay","QC","saintfrancois","f","notarialpractice","election",1998-11-30,1998,"2012","PLQ",36,1998-11-30,2003-02-12,"gagnontremblay","CAN","QCASSNAT"
"monique gagnontremblay","QC","saintfrancois","f","notarialpractice","election",2003-04-14,2003,"2012","PLQ",37,2003-04-14,2007-02-21,"gagnontremblay","CAN","QCASSNAT"
"monique gagnontremblay","QC","saintfrancois","f","notarialpractice","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"gagnontremblay","CAN","QCASSNAT"
"monique gagnontremblay","QC","saintfrancois","f","notarialpractice","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"gagnontremblay","CAN","QCASSNAT"
"jean garon","QC","levis","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"garon","CAN","QCASSNAT"
"francine gaudet","QC","maskinonge","f","education","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"gaudet","CAN","QCASSNAT"
"francois gaudreau","QC","vimont","m","business","byelection",1998-11-30,1998,"2003","ADQ",36,1998-11-30,2003-02-12,"gaudreau","CAN","QCASSNAT"
"maryse gaudreault","QC","hull","f","business","byelection",2008-12-08,2008,"NA","PLQ",39,2008-12-08,2012-08-01,"mme gaudreault","CAN","QCASSNAT"
"maryse gaudreault","QC","hull","f","business","election",2008-12-08,2008,"NA","PLQ",39,2008-12-08,2012-08-01,"mme gaudreault","CAN","QCASSNAT"
"maryse gaudreault","QC","hull","f","business","election",2012-09-04,2012,"NA","PLQ",40,2012-09-04,2014-03-05,"mme gaudreault","CAN","QCASSNAT"
"maryse gaudreault","QC","hull","f","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"mme gaudreault","CAN","QCASSNAT"
"maryse gaudreault","QC","hull","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"mme gaudreault","CAN","QCASSNAT"
"sylvain gaudreault","QC","jonquiere","m","education","election",2007-03-26,2007,"NA","PQ",38,2007-03-26,2008-11-05,"gaudreault","CAN","QCASSNAT"
"sylvain gaudreault","QC","jonquiere","m","education","election",2008-12-08,2008,"NA","PQ",39,2008-12-08,2012-08-01,NA,"CAN","QCASSNAT"
"sylvain gaudreault","QC","jonquiere","m","education","election",2012-09-04,2012,"NA","PQ",40,2012-09-04,2014-03-05,NA,"CAN","QCASSNAT"
"sylvain gaudreault","QC","jonquiere","m","education","election",2014-04-07,2014,"NA","PQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"sylvain gaudreault","QC","jonquiere","m","education","election",2018-10-01,2018,"NA","PQ",42,2018-10-01,2022-08-28,"m. gaudreault ; m.gaudreault","CAN","QCASSNAT"
"andre gaulin","QC","taschereau","m","education","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"gaulin","CAN","QCASSNAT"
"francoise gauthier","QC","jonquiere","f","law","byelection",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"gauthier","CAN","QCASSNAT"
"francoise gauthier","QC","jonquiere","f","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"gauthier","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",1994-09-12,1994,"2014","PLQ",35,1994-09-12,1998-11-25,"gautrin","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",1998-11-30,1998,"2014","PLQ",36,1998-11-30,2003-02-12,"gautrin","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"gautrin","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,"gautrin","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"gautrin","CAN","QCASSNAT"
"henrifrancois gautrin","QC","verdun","m","education","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"gautrin","CAN","QCASSNAT"
"real gauvin","QC","montmagnylislet","m","business","election",1994-09-12,1994,"2003","PLQ",35,1994-09-12,1998-11-25,"gauvin","CAN","QCASSNAT"
"real gauvin","QC","montmagnylislet","m","business","election",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,"gauvin","CAN","QCASSNAT"
"rene gauvreau","QC","groulx","m","law","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"gauvreau","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",1994-09-12,1994,"2018","PQ",35,1994-09-12,1998-11-25,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",1998-11-30,1998,"2018","PQ",36,1998-11-30,2003-02-12,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",2003-04-14,2003,"2018","PQ",37,2003-04-14,2007-02-21,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",2007-03-26,2007,"2018","PQ",38,2007-03-26,2008-11-05,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"gendron","CAN","QCASSNAT"
"francois gendron","QC","abitibiouest","m","education","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"gendron","CAN","QCASSNAT"
"serge geoffrion","QC","laprairie","m","journalism","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"geoffrion","CAN","QCASSNAT"
"ruba ghazal","QC","mercier","f","business","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"mme ghazal ; ruba ghazal ; ghazal","CAN","QCASSNAT"
"ruba ghazal","QC","mercier","f","business","election",2022-10-03,2022,"NA","QS",43,NA,NA,"mme ghazal ; ruba ghazal ; ghazal","CAN","QCASSNAT"
"clement gignac","QC","margueritebourgeoys","m","business","byelection",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"gignac","CAN","QCASSNAT"
"pierre giguere","QC","saintmaurice","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"giguere","CAN","QCASSNAT"
"pierre gingras","QC","blainville","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"gingras","CAN","QCASSNAT"
"eric girard","QC","groulx","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,NA,"CAN","QCASSNAT"
"eric girard","QC","groulx","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,NA,"CAN","QCASSNAT"
"eric girard2","QC","lacsaintjean","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,NA,"CAN","QCASSNAT"
"eric girard2","QC","lacsaintjean","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,NA,"CAN","QCASSNAT"
"jeandenis girard","QC","troisrivieres","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"girard","CAN","QCASSNAT"
"nicolas girard","QC","gouin","m","politics","byelection",2003-04-14,2003,"2012","PQ",37,2003-04-14,2007-02-21,"girard","CAN","QCASSNAT"
"nicolas girard","QC","gouin","m","politics","election",2007-03-26,2007,"2012","PQ",38,2007-03-26,2008-11-05,"girard","CAN","QCASSNAT"
"nicolas girard","QC","gouin","m","politics","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"girard","CAN","QCASSNAT"
"nadine girault","QC","bertrand","f","business","election",2018-10-01,2018,"2022","CAQ",42,2018-10-01,2022-08-28,"girault ; mme girault","CAN","QCASSNAT"
"jeanclaude gobe","QC","lafontaine","m","business","election",1994-09-12,1994,"2003","PLQ",35,1994-09-12,1998-11-25,"gobe","CAN","QCASSNAT"
"jeanclaude gobe","QC","lafontaine","m","business","election",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,"gobe","CAN","QCASSNAT"
"johanne gonthier","QC","meganticcompton","f","business","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"gonthier","CAN","QCASSNAT"
"johanne gonthier","QC","meganticcompton","f","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"gonthier","CAN","QCASSNAT"
"jeanfrancois gosselin","QC","jeanlesage","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"gosselin","CAN","QCASSNAT"
"linda goupil","QC","levis","f","law","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"goupil","CAN","QCASSNAT"
"daniel goyer","QC","deuxmontagnes","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"goyer","CAN","QCASSNAT"
"ginette grandmont","QC","masson","f","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"grandmont","CAN","QCASSNAT"
"marie gregoire","QC","berthier","f","business","byelection",1998-11-30,1998,"2003","ADQ",36,1998-11-30,2003-02-12,"gregoire","CAN","QCASSNAT"
"agnes grondin","QC","argenteuil","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"grondin","CAN","QCASSNAT"
"agnes grondin","QC","argenteuil","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"grondin ; mme grondin","CAN","QCASSNAT"
"janvier grondin","QC","beaucenord","m","business","election",2003-04-14,2003,"2012","ADQ",37,2003-04-14,2007-02-21,"grondin","CAN","QCASSNAT"
"janvier grondin","QC","beaucenord","m","business","election",2007-03-26,2007,"2012","ADQ",38,2007-03-26,2008-11-05,"grondin","CAN","QCASSNAT"
"janvier grondin","QC","beaucenord","m","business","election",2008-12-08,2008,"2012","ADQ",39,2008-12-08,2012-08-01,"grondin","CAN","QCASSNAT"
"genevieve guilbault","QC","louishebert","f","communications","byelection",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"guilbault","CAN","QCASSNAT"
"genevieve guilbault","QC","louishebert","f","communications","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"guilbault","CAN","QCASSNAT"
"genevieve guilbault","QC","louishebert","f","communications","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"guilbault ; mme guilbault","CAN","QCASSNAT"
"nancy guillemette","QC","roberval","f",NA,"election",2018-12-10,2018,"NA","CAQ",42,NA,NA,"guillemette ; mme guillemette","CAN","QCASSNAT"
"nancy guillemette","QC","roberval","f",NA,"election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"guillemette ; mme guillemette","CAN","QCASSNAT"
"jean habel","QC","sainterose","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"habel","CAN","QCASSNAT"
"sam hamad","QC","louishebert","m","engineering","election",2003-04-14,2003,"2017","PLQ",37,2003-04-14,2007-02-21,"hamad","CAN","QCASSNAT"
"sam hamad","QC","louishebert","m","engineering","election",2007-03-26,2007,"2017","PLQ",38,2007-03-26,2008-11-05,"hamad","CAN","QCASSNAT"
"sam hamad","QC","louishebert","m","engineering","election",2008-12-08,2008,"2017","PLQ",39,2008-12-08,2012-08-01,"hamad","CAN","QCASSNAT"
"sam hamad","QC","louishebert","m","engineering","election",2012-09-04,2012,"2017","PLQ",40,2012-09-04,2014-03-05,"hamad","CAN","QCASSNAT"
"sam hamad","QC","louishebert","m","engineering","election",2014-04-07,2014,"2017","PLQ",41,2014-04-07,2018-08-23,"hamad","CAN","QCASSNAT"
"france hamel","QC","lapeltrie","f","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"hamel","CAN","QCASSNAT"
"guy hardy","QC","saintfrancois","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"hardy","CAN","QCASSNAT"
"louise harel","QC","hochelagamaisonneuve","f","law","election",1994-09-12,1994,"2008","PQ",35,1994-09-12,1998-11-25,"harel","CAN","QCASSNAT"
"louise harel","QC","hochelagamaisonneuve","f","law","election",1998-11-30,1998,"2008","PQ",36,1998-11-30,2003-02-12,"harel","CAN","QCASSNAT"
"louise harel","QC","hochelagamaisonneuve","f","law","election",2003-04-14,2003,"2008","PQ",37,2003-04-14,2007-02-21,"harel","CAN","QCASSNAT"
"louise harel","QC","hochelagamaisonneuve","f","law","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"harel","CAN","QCASSNAT"
"genevieve hebert","QC","saintfrancois","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"hebert","CAN","QCASSNAT"
"genevieve hebert","QC","saintfrancois","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"hebert ; mme hebert","CAN","QCASSNAT"
"rejean hebert","QC","saintfrancois","m","medicine","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"hebert","CAN","QCASSNAT"
"david heurtel","QC","viau","m","law","byelection",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"heurtel","CAN","QCASSNAT"
"david heurtel","QC","viau","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"heurtel","CAN","QCASSNAT"
